id;guid;inn;kpp;url;ogrn;okfs;phone;ogrnip;orgOid;bankCode;fullName;orgEmail;shortName;orgAddress;chiefLastName;chiefFirstName;chiefMiddleName;organizationType
11;0466f49c-6d1e-468f-a545-716aea715417;2125001099;212501001;vodshum.ru;1022103028584;;+7(83536)22807;;1000311493;;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ШУМЕРЛИНСКОЕ ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ ВОДОКАНАЛ;vodokanal_shumerly@mail.ru;МУП ПУ Водоканал;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА КОММУНАЛЬНАЯ, д. 4, к. -, кв. -;Хусяинов;Марат;Абдулбариевич;L
12;aacd81ec-a07b-434f-9098-0ce837d9c86b;2125007894;212501001;;1092138000338;;8-903-346-34-34;;1039764172;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ УСПЕХ;so17@yandex.ru;ТСЖ УСПЕХ;429122, Чувашская Республика Чувашия, г Шумерля, ул Советская, д. 8, кв. 78;Окин;Сергей;Александрович;L
13;1a57b7c3-4fed-45d6-837a-2c4bf41c1d7a;2125008048;212501001;;1112138000226;;+79373816238;;1043223519;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ НА СОВЕТСКОЙ;nikitaopa54@mail.ru;ТСЖ НА СОВЕТСКОЙ;429122, Чувашская Республика Чувашия, г Шумерля, ул Советская, д. 11, кв. 57;Батраков;Евгений;Михайлович;L
14;6a39645e-5921-47d2-829c-3406de8e02e9;2128017682;213001001;http://чувашгаз.рф;1032128003720;;+7(8352)500060;;1000319920;;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ЧУВАШГАЗ МИНИСТЕРСТВА СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ЧУВАШСКОЙ РЕСПУБЛИКИ;info@chgaz21.ru;ГУП Чувашгаз Минстроя Чувашии;428017, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА УРУКОВА, д. ДОМ 16;Варлашкин;Сергей;Владимирович;L
15;4a0b2510-f732-4d4d-bb6b-be8fff1d7c95;2125008954;212501001;https://my.dom.gosuslugi.ru;1192130007332;;+79051982834;;1097112722;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ  ХИМИК-11;shirman56@mail.ru;ТСЖ ХИМИК-11;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЧАЙКОВСКОГО, д. ДОМ 11, кв. КВАРТИРА 45;Ширманова;Наталья;Николаевна;L
16;cf93caf4-219d-48e9-8e5e-afd704c8f7e4;2125003018;212501001;;1142138000113;;8-961-342-75-44;;1016666536;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЧАЙКОВСКОГО-15;akshofff@mail.ru;ТСЖ ЧАЙКОВСКОГО-15;429122, Чувашская Республика Чувашия, г Шумерля, ул Чайковского, д. 15, кв. 54;Акшов;Ильнур;Агзяметдинович;L
17;2204567b-52eb-4470-b404-d0387fe2a101;2125009130;212501001;;1202100001322;;79176713012;;1117753898;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРАНТ;ooograntshum@yandex.ru;ООО ГРАНТ;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЩОРСА, д. ДОМ 4, кв. ОФИС 16;Оферкин;Юрий;Григорьевич;L
18;da0bcc5c-b0c2-4ce9-bf9a-fc96330f2103;2125002367;212501001;;1132138000610;;89278458920;;1016029644;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ К.МАРКСА-25;tsgmarksa@mail.ru;ТСЖ К.МАРКСА-25;429123, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ КАРЛА МАРКСА, д. 25, кв. 15;Шугаева;Надежда;Михайловна;L
19;4b09ea9c-29f9-4f3f-84d7-0b38e330d833;2125009154;212501001;;1202100002202;;79053479124;;1124006010;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ МИРНЫЙ;tsn.mirnyy@bk.ru;ТСН МИРНЫЙ;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА МИРА, д. ДОМ 5/1, кв. КВАРТИРА 18;Тихонов;Евгений;Владимирович;L
20;572c2a57-4df5-45c7-9916-82e77f0c8503;2125009073;212501001;;1192130013008;;79196639331;;1129313822;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ МИРА 5/2;tsgmira5.2@yandex.ru;ТСЖ МИРА 5/2;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА МИРА, д. ДОМ 5/2, кв. КВАРТИРА 58;Баринова;Наталья;Николаевна;L
21;5e63cdfe-9650-41b4-b3b7-4979409018d1;2125007541;212501001;http://www.jkh.cap.ru/;1092138000217;;+7 (835) 362-27-01;;1006612982;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №8;su_8uk.ru@mail.ru;ООО УК СУ-8;429122, Чувашская Республика Чувашия, г Шумерля, ул Маршала Жукова, д. 20;Гаврилова;Наталья;Николаевна;L
22;784a125f-3b08-46d5-b1d5-07990d21cc47;2125005953;212501001;http://www.jkh.cap.ru/page/orgs/org/392;1042138003313;;+7(906)1367000;;1047310745;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ МАРТ;tsj.mart@mail.ru;ТСЖ МАРТ;429120, Чувашская Республика Чувашия, г Шумерля, ул Мира, д. 14;Куликова;Марина;Геннадьевна;L
23;874eb388-2c2e-4f3c-b2b5-46e65888b12b;2125004935;212501001;;1022103029761;;79876718060;;1014124733;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КОСМОС;tsj.kosmos.18@yandex.ru;ТСЖ КОСМОС;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЩЕРБАКОВА, д. ДОМ 18;Егорова;Надежда;Владиславовна;L
24;f4c2bf9f-6d63-43a8-90d5-fc75cfa8d155;2125002173;212501001;;1132138000499;;79674751312;;1067264569;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЩЕРБАКОВСКОЕ;nickol1987@mail.ru;ТСЖ ЩЕРБАКОВСКОЕ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ЩЕРБАКОВА, д. 26, кв. 41;Евстропова;Валентина;Владимировна;L
25;7d7535d0-40a0-43a6-8b5c-4917b0f0fdde;2125008104;212501001;;1112138000292;;8976508784;;1017218819;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВЫМПЕЛ;tsgvympel21@mail.ru;ТСЖ ВЫМПЕЛ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ЩЕРБАКОВА, д. 36, кв. 35;Игнатьев;Владимир;Васильевич;L
26;78520a52-c157-468d-8f19-d516936d04c1;2125002335;212501001;;1132138000598;;+79373816238;;1043223451;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ НАШ ДОМ;nikitaopa54@mail.ru;ТСЖ НАШ ДОМ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ЩЕРБАКОВА, д. 57, кв. 55;Счастливцев;Владимир;Иванович;L
27;a86fa8b7-5c3d-4d4a-8edd-fe35d0a3ba04;2125002374;212501001;http://www.jkh.cap.ru/page/orgs/org/1042;1132138000631;;8-906-380-39-44;;1013176730;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ НИВА;tsj_niva21@mail.ru;ТСЖ НИВА;429122, Чувашская Республика Чувашия, г Шумерля, ул Щербакова, д. 57, к. 1, кв. 22А;Обливанцев;Николай;Борисович;L
28;a9fe910e-4283-41db-be68-e1386053fc3c;2125008640;212501001;;1152138000464;;+79061304855;;1043223523;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ 59;nikitaopa54@mail.ru;ТСН 59;429122, Чувашская Республика Чувашия, г Шумерля, ул Щербакова, д. 59, кв. 5;Карпова;Татьяна;Николаевна;L
29;eddd3db6-3c16-4869-8f56-0be426b951b4;2125002166;212501001;;1132138000488;;89625982885;;1042677214;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ТРУЖЕНИК;natalina-gv@mail.ru;ТСЖ ТРУЖЕНИК;429122, Чувашская Республика Чувашия, г Шумерля, ул Щербакова, д. 59, к. 1, кв. 94;Натальина;Галина;Валентиновна;L
30;da338611-f490-4ee7-81ff-8d5cd34cf1aa;2125002208;212501001;http://www.jkh.cap.ru/page/orgs/org/1106;1132138000500;;8-937-016-67-47;;1013091844;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ОКТЯБРЬ;nvmoroz59@mail.ru;ТСЖ ОКТЯБРЬ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ЩЕРБАКОВА, д. 63, кв. 70;Федотов;Федор;Георгиевич;L
31;51665933-31f9-4d6b-9d41-00a3ae4e80e3;7708503727;770843013;http://rzd.ru/ent/public/ru?STRUCTURE_ID=5185&layer_id=5554&refererLayerId=5553&id=1049;1037739877295;;+74992622904;;1001798489;;ЦЕНТРАЛЬНАЯ ДИРЕКЦИЯ ПО ТЕПЛОВОДОСНАБЖЕНИЮ - ФИЛИАЛ ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ;sekretar@cdtv-rzd.ru;ЦЕНТРАЛЬНАЯ ДИРЕКЦИЯ ПО ТЕПЛОВОДОСНАБЖЕНИЮ ОАО РЖД;;;;;L
32;6fd5ae32-e61e-4734-b7f8-4db8fd35d345;2125002134;212501001;http://www.jkh.cap.ru/page/orgs/org/588;1132138000455;;8(83536)2-31-14;;1013172726;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОМ;ooonashdom-1@yandex.ru;ООО ДОМ;429123, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ЩОРСА, д. 4, кв. 5;Феклистов;Сергей;Петрович;L
33;b9b9ecaf-9c02-4135-a700-ea6da25bf2b3;2125004438;212501001;;1022103030916;;79530118461;;1029865558;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ДРУЖБА;tsj.druzhba@yandex.ru;ТСЖ ДРУЖБА;429122, Чувашская Республика Чувашия, г Шумерля, ул Октябрьская, д. 15, кв. 22;Порфирьева;Нина;Николаевна;L
34;30ff895b-a8e4-4bf0-aaa2-5bdc2e69345f;2125003787;212501001;http://www.jkh.cap.ru/page/orgs/org/1201;1152138000112;;79030668102;;1013111130;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СПАРТАК;tsj.druzhba@yandex.ru;ТСЖ СПАРТАК;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ОКТЯБРЬСКАЯ, д. ДОМ 16, к. КОРПУС 2, кв. КВАРТИРА 18;Забродина;Людмила;Львовна;L
35;d080c800-9b6c-48f5-91d5-97dc0b47e3cf;2125003353;212501001;http://www.jkh.cap.ru/page/orgs/org/1142;1142138000333;;8-927-843-13-74;;1016881806;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СУРА-1;belyaevak799@mail.ru;ТСЖ СУРА-1;429120, Чувашская Республика Чувашия, г Шумерля, ул Сурская, д. 41, кв. 31;Соловьева;Мария;Павловна;L
36;4016429b-f9b4-419c-a94b-14b7c14d16f9;2125004879;212501001;;1022103028750;;+79053457777;;1043673311;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ МОЛОДЕЖНОЕ;nadezhdaa2008@rambler.ru;ТСЖ МОЛОДЕЖНОЕ;429120, Чувашская Республика Чувашия, г Шумерля, ул Сурская, д. 43, кв. 22;Наумова;Марина;Федоровна;L
37;5be8942f-5a44-4451-b60f-13811b2554ed;2125006820;212501001;;1062138007810;;8-937-392-40-22;;1013113316;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ДРУЖБА-2;tdruzhba2_47_1@mail.ru;ТСЖ ДРУЖБА-2;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА СУРСКАЯ, д. 47, к. 1, кв. 17;Ярутов;Анатолий;Владимирович;L
38;eee00ae3-be4b-4799-b72b-5b112fc6e29f;2125007220;212501001;;1082138000152;;8-905-029-26-32;;1014068221;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ АЛЯСКА;8352303051@mail.ru;ТСЖ АЛЯСКА;429120, Чувашская Республика Чувашия, г Шумерля, ул Сурская, д. 47, к. 3, кв. 57;Гурьянова;Светлана;Николаевна;L
39;7d46c614-148b-4d14-b348-c7ee719310cf;2125007598;212501001;http://www.jkh.cap.ru/page/orgs/org/401;1092138000404;;8-917-664-60-88;;1016878944;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СУРА;belyaevak799@mail.ru;ТСЖ СУРА;429120, Чувашская Республика Чувашия, г Шумерля, ул Сурская, д. 49, кв. 19;Беляев;Александр;Константинович;L
40;9cd3086b-a018-446b-acb6-02f141671150;2125008337;212501001;http://www.jkh.cap.ru/page/orgs/org/645;1122138000335;;8-960-308-14-60;;1013113252;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЯНТАРЬ;t.tsj2013@yandex.ru;ТСЖ ЯНТАРЬ;429120, Чувашская Республика Чувашия, г Шумерля, ул Чернова, д. 19, кв. 11;Марков;Валерий;Борисович;L
41;df4265c5-f3a5-4df0-87d4-6e28372b2e85;2125002303;212501001;;1132138000554;;89030655960;;1013389064;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВОЛНА-1;volod19112014@mail.ru;ТСЖ ВОЛНА-1;429120, Чувашская Республика Чувашия, г Шумерля, ул Пушкина, д. 4, кв. 16;Клячкина;Надежда;Васильевна;L
42;045116e7-a626-4909-b9c0-2e907601d343;2125008129;212501001;http://www.jkh.cap.ru/page/orgs/org/601;1112138000380;;8-919-671-70-73;;1013111311;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ БРИЗ;t.tsj2013@yandex.ru;ТСЖ БРИЗ;429123, Чувашская Республика Чувашия, г Шумерля, ул Маршала Жукова, д. 1, кв. 34;Забродина;Валентина;Владимировна;L
43;f7a4740c-9689-4c3e-9290-a016fd4b696f;2125008538;212501001;;1132138000334;;;;1023172838;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВИКТОРИЯ;tsg.viktoria@mail.ru;ТСЖ ВИКТОРИЯ;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА МАРШАЛА ЖУКОВА, д. 2, кв. 68;Воронина;Ирина;Евгеньевна;L
44;5c0b0380-e1d6-41bd-b0e2-02214241fff5;2125003681;212501001;;1142138000553;;79061327533;;1013011506;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЖУКОВА-18;tsj.druzhba@yandex.ru;ТСЖ ЖУКОВА-18;429122, Чувашская Республика Чувашия, г Шумерля, ул Маршала Жукова, д. 18, кв. 6;Ладонина;Татьяна;Юрьевна;L
45;340e892d-9993-4481-89ce-72468e5119bf;2125002744;212501001;http://www.jkh.cap.ru/page/disclosure/org/1130;1142138000047;;+79603086112;;1017572382;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЭЛИТА;g17062014@mail.ru;ТСЖ ЭЛИТА;429122, Чувашская Республика Чувашия, г Шумерля, ул Маршала Жукова, д. 21, кв. 4;Чирва;Наталья;Георгиевна;L
46;37305d17-1024-4365-9fdf-92010ae70f3d;2125002631;212501001;;1132138000763;;;;1013091649;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КРИСТАЛЛ;TSG-Krisstall@yandex.ru;ТСЖ КРИСТАЛЛ;429122, Чувашская Республика Чувашия, г Шумерля, ул Колхозная, д. 7, кв. 66;Андреева;Светлана;Николаевна;L
47;d445eb0e-c228-4a6e-8c93-358480ee8846;2124009899;212401001;www.nowch.cap.ru;1022100913130;;+7(835) 273-13-15;;1006631723;;АДМИНИСТРАЦИЯ ГОРОДА НОВОЧЕБОКСАРСКА ЧУВАШСКОЙ РЕСПУБЛИКИ;nowch-doc5@cap.ru;АДМИНИСТРАЦИЯ ГОРОДА НОВОЧЕБОКСАРСКА ЧУВАШСКОЙ РЕСПУБЛИКИ;429951, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД НОВОЧЕБОКСАРСК, УЛИЦА ВИНОКУРОВА, д. 14;Бирюков;Олег;Борисович;A
48;fcccc6bd-700d-479e-8717-aecad3456010;2124000310;212401001;http://www.ks-21.ru/;1022100911139;;8352 738495;;1000314925;;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КОММУНАЛЬНЫЕ СЕТИ ГОРОДА НОВОЧЕБОКСАРСКА;mup@ks-21.ru;МУП КС Г. НОВОЧЕБОКСАРСКА;429950, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД НОВОЧЕБОКСАРСК, УЛИЦА КОММУНАЛЬНАЯ, д. 8;Алексеев;Юрий;Иванович;L
49;6c309ecc-d2ba-47b0-b7b5-398526c6f299;2130165399;213001001;http://www.jkh.cap.ru/page/orgs/org/1238;1162130050213;;+78352222211;;1021376262;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ОЛИМП;ukolimp21@mail.ru;ООО УК ОЛИМП;428027, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, ПРОСПЕКТ 9-Й ПЯТИЛЕТКИ, д. ДОМ 24, кв. КВАРТИРА 116;ЛЯЛЬКИН;ИГОРЬ;ПЕТРОВИЧ;L
50;d9059242-002d-4e04-8b11-d16391ae6f78;2130201760;213001001;http://chteplo.ru/;1182130006410;;78352590901;;1075342274;;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ТЕПЛОСЕТЬ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ЧЕБОКСАРЫ-СТОЛИЦЫ ЧУВАШСКОЙ РЕСПУБЛИКИ;adm@chteplo.ru;МУП ТЕПЛОСЕТЬ;428022, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА КОСМОНАВТА НИКОЛАЕВА А.Г., д. ДОМ 41, кв. ПОМЕЩЕНИЕ 1, 2;Щепелев;Алексей;Анатольевич;L
51;92894257-5ef1-4140-9eb6-4a39d6672b46;2130154252;213001001;http://ukgorod.i-gkh.ru/;1152130006060;;+7 (8352) 655-801;;1009176783;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОРОД;ms364488@ya.ru;ООО УК ГОРОД;428003, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА ГАГАРИНА Ю., д. ДОМ 15, к. КОРПУС 1, кв. ОФИС 1;Гордеев;Владимир;Николаевич;L
